facility id,notification,Attorney,Total
13770 ,SRV102,NSF,195000
178634,SRV102,NSF,47500
178634,SRV102,FAC,47500
178634,SRV102,INT,47500
147669,P59367,INT,1600
110411,P62417,INT,1100
147798,P61235,INT,1100
173926,P62425,INT,900
169357,P59334,INT,575
130180,P59938,INT,1000
130180,P56848,INT,300
149989,P57472,INT,950
146897,P58594,INT,4950
161492,P44876,INT,100
161492,P44876,FAC,100
162110,P61759,INT,825
168501,P61753,INT,500
160499,P61495,INT,450
142602,P60500,INT,375
177218,P58274,INT,950
176590,P61902,INT,800
176944,P52299,INT,1500
164420,P62237,INT,550
177300,P59516,INT,800
177571,P61704,INT,800
164469,P60501,INT,520
164469,P60501,FAC,520
77114 ,P60600,INT,360
132404,P61479,INT,300
132404,P61486,INT,300
160523,P61498,INT,3500
109081,P62369,INT,2400
35188 ,HRB2243,KCM,4000
35188 ,HRB2243,FAC,4000
35188 ,HRB2243,INT,4000
136173,HRB2239,NAS,5000
136173,HRB2247,NAS,5000
54732,HRB2242,NAS,1000
54732,HRB2246,NAS,1000
155560,HRB2244,TRB,1500
155560,HRB2244,INT,1500
172002,HRB2240,NAS,5000
114910,HRB2241,NAS,1000
114910,HRB2245,NAS,1000
114910,HRB2245,INT,1000
101656,P61014,NSF,57000
101656,P34692,NSF,57000
101656,P34691,NSF,57000
101656,P34687,NSF,57000
166874,P60031,TRB,500
166874,P60027,TRB,500
40034 ,P57811,VKT,2000
140811,P57680,TRB,2000
140811,P57685,TRB,2000
140811,P57684,TRB,2000
134946,P58193,KCM,9500
171619,P59819,KCM,4500
170536,P61201,KCM,3000
170536,P61205,KCM,3000
89248 ,P62505,BTG,500
89248 ,P62505,FAC,500
89248 ,P62505,INT,500
2583 ,P61418,NSF,5000
2583 ,P61419,NSF,5000
98868 ,P57520,KRW,2400
98868 ,P59824,KRW,2400
98868 ,P57525,KRW,2400
20926 ,P58930,KCM,6000
149814,P60115,TRB,1500
105508,P57293,NSF,2000
152039,P56849,NSF,2500
800149,P57858,TRB,2000
171869,P59575,RRF,1000
171869,P59575,FAC,1000
171869,P59575,INT,1000
166868,P55799,INT,1100
174300,P61184,INT,550
151886,P59265,INT,550
131747,P59266,INT,1200
144502,P52274,INT,600
165302,P60953,INT,550
154996,P61490,INT,700
138171,P60703,INT,600
139399,P62247,INT,250
162586,P61424,INT,400
162586,P61424,FAC,400
107696,P60260,INT,600
168073,P54147,INT,1700
143656,P62416,INT,850
146527,P59310,INT,750
142851,P62368,INT,1100
137052,P62475,INT,660
164353,P58894,INT,800
177090,P60262,INT,1500
176463,P61903,INT,1600
21322 ,P59514,INT,800
157841,P61904,INT,600
35188 ,HRB2237,KCM,4000
54732 ,HRB2234,NAS,1000
54732 ,HRB2236,NAS,1000
155560,HRB2238,TRB,1500
155560,HRB2238,INT,1500
114910,HRB2235,NAS,1000
114910,HRB2235,INT,1000
107976,P46792,NAS,500
131003,P57729,JMP,53100
131003,P57727,JMP,53100
131003,P57724,JMP,53100
131003,P57723,JMP,53100
131003,P57730,JMP,53100
104940,P60003,KCM,3300
13770 ,P55497,TRB,1350000
13770 ,P50626,TRB,1350000
62903 ,P58568,MJR,2400
97050 ,P55224,TRB,20000
97050 ,P58574,TRB,20000
141424,P55872,TRB,1980000
141424,P55888,TRB,1980000
141424,P55127,TRB,1980000
141424,P55494,TRB,1980000
141424,P55494,INT,1980000
171517,P56086,MJR,8000
171517,P56085,MJR,8000
142686,P56088,NSF,1500
108278,P49841,JMP,5000
104004,P56091,MJR,3260
129660,P54923,NAS,1000
158075,P55887,JMP,1200
7427 ,P52293,JMP,500
7427 ,P52293,INT,500
145836,P53131,NSF,20000
145836,P51887,NSF,20000
12.31,P51887,NSF,20000
135010,P57622,NAS,200000
135010,P57614,NAS,200000
135010,P55495,NAS,200000
163110,P58934,NAS,750
149079,P58576,NAS,550
149079,P58576,FAC,550
149079,P58576,INT,550
171285,P60207,INT,2860
44258,P59259,INT,765
103227,P58682,INT,450
135729,P59606,INT,2600
7730,P60024,INT,420
155429,P62300,INT,1575
138360,P59751,INT,700
171367,P59144,INT,850
134590,P59608,INT,1700
28830,P59971,INT,200
132099,P59907,INT,900
132099,P59907,FAC,900
52835,P59882,INT,480
143160,P59140,INT,2000
143160,P62301,INT,1000
158878,P56797,INT,750
149945,P56894,INT,1100
172385,P57569,INT,150
163097,P62203,INT,750
159208,P59977,INT,850
55102,P59211,INT,200
160715,P59351,INT,2450
160715,P59355,INT,7500
152122,P59890,INT,450
141659,P58575,INT,1700
141659,P58578,INT,2850
3665 ,P58578,INT,3500
24006 ,HRB2131,NAS,500
24006 ,permitted boiler in noncompliance with Rule 1146.,NAS,500
24006 ,permitted boiler in noncompliance with Rule 1146.,FAC,500
24006 ,permitted boiler in noncompliance with Rule 1146.,INT,500
164009,HRB2135,NAS,2500
166475,HRB2130,NAS,500
147371,HRB2134,KCM,1000
107891,HRB2129,NAS,500
102611,HRB2124,NAS,500
100600,HRB2128,KCM,500
100600,HRB2128,INT,500
100600,Penalty period covers March 2013.,INT,500
12505 ,HRB2127,KCM,500
138372,HRB2126,KCM,2000
2013,HRB2126,KCM,2000
138372,HRB2132,KCM,1000
2013,HRB2132,KCM,1000
138372,HRB2133,KCM,2000
2013,HRB2133,KCM,2000
165209,HRB2125,KCM,1000
165209,HRB2125,INT,1000
146557,P59047,NAS,2500
132068,P55524,TRB,50000
167760,P56291,NSF,25000
167760,P56287,NSF,25000
167760,P52290,NSF,25000
167760,P52291,NSF,25000
166033,P55147,NSF,450000
800030,P48742,JMP,24000
170511,P59457,PH3,600
96326 ,P30661,TRB,5000
96326 ,P53339,TRB,5000
96326 ,P57531,TRB,5000
96326 ,P57531,FAC,5000
96326 ,P57531,INT,5000
168756,P59050,KRW,250
167885,P58544,KRW,700
70028,P57460,JMP,500
160063,P61052,NSF,500
135681,P60001,NSF,850
800003,P57810,JMP,10000
22364,P46798,TRB,7000
169953,P53978,JMP,2500
8547,P49163,JMP,1000
8547,P49163,INT,1000
149814,P57463,TRB,1000
174165,P58994,TRB,1440
138073,P62202,TRB,200
146984,P58941,TRB,585
171472,P62217,TRB,550
44374 ,P59916,TRB,360
173615,P59838,TRB,220
173615,P59838,FAC,220
173615,P59838,INT,220
116160,P59919,INT,750
139399,P59221,INT,100
125900,P59613,INT,3150
160632,P59917,INT,450
142889,P58818,INT,500
143217,P59950,INT,400
150612,P60210,INT,900
128764,P56033,INT,4320
128764,P56032,INT,4320
128764,P56031,INT,4320
92642,P56695,INT,1200
92642,P56695,FAC,1200
146859,P56084,INT,300
32809,P59908,INT,750
130841,P59143,INT,638
88327,P59753,INT,1721
162254,P59126,INT,500
80668,P61303,INT,2250
160208,P59984,INT,400
88728,P56833,INT,550
145117,P59138,INT,1000
133367,P62207,INT,300
165814,P61176,INT,3500
173447,P58413,INT,935
87977 ,P62354,INT,550
140651,P57139,INT,1000
102955,P55788,INT,800
169719,P58417,INT,1000
115663,HRB2169,INT,1000
"202, 2",HRB2169,INT,1000
147371,HRB2170,KCM,1000
67705 ,HRB2167,NAS,500
12505 ,HRB2168,KCM,500
138372,HRB2166,NAS,1000
2013,HRB2166,NAS,1000
2013,HRB2166,INT,1000
138372,HRB2171,NAS,2000
2013,HRB2171,NAS,2000
138372,HRB2172,NAS,2000
2013,HRB2172,NAS,2000
2013,HRB2172,INT,2000
148971,P53896,PH3,1000
117290,P62503,KCM,1500
800396,P56562,JMP,7500
60541 ,P58939,NSF,8500
60541 ,P58933,NSF,8500
124723,P51958,TRB,100000
124723,P57058,TRB,100000
124723,P46786,TRB,100000
124723,P57052,TRB,100000
124723,P57056,TRB,100000
31046 ,P40601,MJR,300355
31046 ,Payment for Judgment Case No. RIC 414548,MJR,300355
31046 ,P41435,MJR,300355
31046 ,P41420,MJR,300355
31046 ,P47963,MJR,300355
31046 ,P47963,FAC,300355
31046 ,P47963,INT,300355
80209,P51531,BBB,1500
123451,P58842,KCM,1000
164813,P58414,PH3,500
114910,P58175,NAS,10000
114910,P58181,NAS,10000
19167,P57805,NAS,1000
20203,P57371,JMP,1500
800182,P53134,TRB,10000
1440,P62451,NSF,50000
1440,P62453,NSF,50000
8506,P48493,KCM,8000
8506,P48493,INT,8000
169250,P35791,INT,560
122666,P58688,INT,620
154813,P57637,INT,2750
167321,P60059,INT,1900
129949,P59758,INT,400
27041 ,P55792,INT,600
174204,P57466,INT,450
161948,P62410,INT,385
161948,P62410,FAC,385
127349,P60109,INT,200
148722,P62457,INT,1100
140882,P62315,INT,1000
172210,P56839,INT,800
151837,P61460,INT,1000
166381,P61452,INT,890
55729,P56899,INT,638
114686,P59989,INT,950
5814,P57859,INT,200
155445,P59754,INT,400
155445,P59754,FAC,400
165874,P36738,INT,300
142079,P62351,INT,1000
4311,P57142,INT,571
163500,P35792,INT,990
21505,P58185,INT,2600
71535,P57993,INT,750
9003,P62458,INT,500
170703,P59706,INT,100
133990,P62406,INT,550
128842,P59473,INT,1325
128842,P59473,FAC,1325
127312,P61464,INT,1260
170486,P62355,INT,350
163607,P62228,INT,450
137993,P62239,INT,490
160054,P56098,INT,550
29454,P52298,INT,1000
154959,P59761,INT,450
173061,P62225,INT,935
161875,P60116,INT,275
151919,P56846,INT,1375
167041,P58581,INT,450
168855,P59927,INT,950
15543 ,P62318,INT,1200
124770,P59621,INT,1650
16149 ,P58945,INT,840
145482,P48496,INT,500
48849 ,HRB2197,KCM,1500
48849 ,HRB2197,FAC,1500
48849 ,HRB2197,INT,1500
48849,HRB2198,KCM,1500
48849,HRB2199,KCM,1500
120722,HRB2192,NAS,1000
147371,HRB2196,KCM,1000
147371,HRB2196,INT,1000
165209,HRB2194,JMP,500
4615 ,HRB2195,RRF,500
2013 ,HRB2195,RRF,500
2013 ,HRB2195,INT,500
163928,P58036,KCM,1800
107884,P55911,NSF,10000
140373,P59573,MJR,5500
21598 ,P55665,NSF,1500
800286,P51978,JMP,4600
9668 ,P49296,NAS,8000
166581,P53076,JMP,2200
146509,P57011,NSF,800
146509,P56762,NSF,800
146509,P56762,FAC,800
146509,P56762,INT,800
128654,P56146,PH3,1000
128654,P56149,PH3,1000
128654,P57014,PH3,1000
128654,P57005,PH3,1000
168252,P53970,NSF,11000
168252,P53969,NSF,11000
168252,P53968,NSF,11000
139733,P56965,NSF,14500
166564,P53692,NSF,1500
165816,P55909,PH3,500
140518,P58116,NAS,1000
140518,P58116,FAC,1000
140518,P58116,INT,1000
800330,P37224,JMP,217000
800330,P59154,JMP,217000
800330,P52612,JMP,217000
800330,P52616,JMP,217000
800330,P52611,JMP,217000
800330,P52615,JMP,217000
800330,P52613,JMP,217000
800330,P52614,JMP,217000
43436 ,P56312,NSF,1000
115130,P52184,NAS,3000
171117,P58874,NAS,4000
135080,P59881,NAS,420
135080,P59881,FAC,420
135080,P59881,INT,420
168158,P59132,INT,900
121862,P59975,INT,1050
147675,P59130,INT,1150
159666,P59240,INT,500
130550,P56793,INT,890
169323,P59968,INT,650
113647,P56295,INT,410
171379,P59256,INT,550
139335,P59972,INT,630
139335,P59972,FAC,630
170607,P59257,INT,550
128278,P59131,INT,990
69079,P60016,INT,960
76581,P61156,INT,1100
79044,P60007,INT,800
127568,P59603,INT,1275
163177,P58073,INT,825
168194,P59880,INT,1250
133720,P57674,INT,1600
133720,P57674,FAC,1600
133720,P57677,INT,1600
119316,P58536,INT,850
146223,P58399,INT,800
156018,P58261,INT,1600
143377,P59651,INT,2250
145774,P60004,INT,800
171271,P49601,INT,2750
171271,P49602,INT,2750
139800,P57277,INT,4500
161566,P57974,INT,750
161566,P57974,FAC,750
171412,P59128,INT,1000
2493 ,P59352,INT,1000
158779,P59876,INT,4675
147091,P56888,INT,1000
17911 ,P57138,INT,600
138635,P59959,INT,750
172307,P57567,INT,550
58670 ,P59875,INT,400
172143,P53944,INT,500
24006 ,HRB2111,NAS,1500
164009,HRB2106,NAS,2500
24209 ,HRB2104,NAS,1000
147371,HRB2103,KCM,1000
147371,HRB2103,FAC,1000
147371,HRB2103,INT,1000
147371,HRB2115,KCM,1000
49572,HRB2110,KCM,2500
49111,HRB2105,NAS,7500
49111,"Penalty is for January, February and March 2013.",NAS,7500
800263,HRB2098,KCM,4000
800026,HRB2108,KCM,21000
800026,HRB2108,FAC,21000
800026,HRB2108,INT,21000
138372,HRB2099,NAS,1000
138372,HRB2109,NAS,3000
138372,HRB2112,NAS,1000
138372,HRB2113,NAS,2000
138372,HRB2114,NAS,1000
138372,HRB2114,INT,1000
167392,HRB2101,INT,1000
165209,HRB2100,JMP,1000
171117,HRB2107,NAS,1000
171117,HRB2107,FAC,1000
171117,HRB2107,INT,1000
160330,P57976,NAS,5000
82613 ,P34675,NSF,6000
164009,P52296,NAS,25000
5915,P52296,NAS,25000
158589,P50610,JMP,50000
140811,P53642,TRB,37400
97578 ,P49885,KRW,2500
126446,P61100,NAS,1000
115314,P57060,KRW,2500
800080,P34671,NSF,39000
800080,P34674,NSF,39000
137145,P58951,NAS,10000
137145,P58951,FAC,10000
137145,P58951,INT,10000
137145,P46724,INT,10000
170496,P59252,NAS,600
133349,P58527,PH3,250
77345,P60013,KCM,35800
79639,P60011,NAS,5000
79639,P60010,NAS,5000
79639,P58347,NAS,5000
150145,P57726,JMP,1000
108901,P57789,PH3,525
46169,P55413,NAS,1000
46169,P55425,NAS,1000
46169,P58307,NAS,1000
800182,P54966,TRB,40000
800182,P51883,TRB,40000
800182,P53128,TRB,40000
800182,P54958,TRB,40000
800182,P54958,INT,40000
800182,P54966,INT,40000
100600,P58069,KCM,1000
800436,P58206,KCM,10500
88343 ,P54823,NSF,10000
163465,P49920,NSF,1200
163465,P49919,NSF,1200
50310 ,P49842,NAS,3000
800030,P48733,JMP,1400000
800030,P48735,JMP,1400000
800030,P48736,JMP,1400000
800030,P48736,INT,1400000
800030,P48737,INT,1400000
800030,P26984,INT,1400000
800030,P51968,INT,1400000
800030,P48741,INT,1400000
800030,P48738,INT,1400000
158553,P56799,INT,160
55808 ,P53979,INT,585
157473,P55036,INT,1400
155431,P58535,INT,600
155372,P59248,INT,500
107071,P59974,INT,1010
107071,P59974,FAC,1010
110853,P61154,INT,840
113092,P59658,INT,620
163027,P59878,INT,930
63180,P56310,INT,2000
40290,P57633,INT,1280
120455,P58049,INT,500
70304,P59814,INT,1000
70298,P59815,INT,700
70305,P59816,INT,800
110255,P57283,INT,850
144811,P59125,INT,1360
110663,P55999,INT,800
110663,P55999,FAC,800
110663,P59353,INT,1000
139789,P59867,INT,1062
94998,P58972,INT,2040
108346,P57281,INT,2400
149530,P59464,INT,1600
169707,P57557,INT,450
146862,P58547,INT,750
14314,P60008,INT,1280
19311,P56889,INT,450
156779,P58876,INT,550
170488,P58868,INT,500
170488,P58868,FAC,500
137737,P60009,INT,375
154457,P59965,INT,500
172182,P59258,INT,550
169529,P58396,INT,1000
98725,P59970,INT,300
135882,P59244,INT,2880
158031,P55785,INT,100
171850,P57564,INT,550
171850,P57565,INT,550
163701,P58546,INT,360
171533,P59964,INT,300
166931,P56796,INT,300
134013,P59139,INT,600
134013,P59139,FAC,600
14319,P59153,INT,550
7599,P59155,INT,550
135597,P57237,INT,1000
157133,P59009,INT,300
94999,P58973,INT,1360
94996,P58983,INT,750
94997,P58984,INT,850
95000,P58985,INT,2700
137753,P58872,INT,700
137753,P58879,INT,500
153370,P59656,INT,950
126198,P58538,INT,460
134976,P61151,INT,360
164879,P55620,INT,1400
109081,P51587,INT,550
133934,P59951,INT,2300
171431,P56030,INT,770
109965,P58542,INT,450
108242,P56781,INT,450
171772,HRB2096,NAS,1000
171772,HRB2096,FAC,1000
171772,HRB2096,INT,1000
171772,"pay $1,000/month commencing October 2012.",INT,1000
171772,Penalty covers December 2012.,INT,1000
24209,HRB2094,TRB,800
147371,HRB2093,KCM,1000
79639,HRB2097,NAS,500
79639,Penalty covers January 2013.,NAS,500
138372,HRB2095,NAS,1000
165209,HRB2092,NAS,1000
165209,Penalty is for December 2012.,NAS,1000
165209,Penalty is for December 2012.,INT,1000
800181,P57369,NSF,2500
153992,P57063,JMP,2000
129498,P49840,JMP,3000
94117 ,P58025,NSF,13750
152570,P58176,NSF,1000
168002,P60023,KCM,1000
146284,P58406,MJR,15300
5887 ,P56092,MJR,5000
150233,P49295,TRB,1000
150233,P49295,FAC,1000
150233,P49295,INT,1000
91875 ,P57978,KCM,27000
167802,P53595,PH3,250
61536 ,P59500,MJR,1000
139195,P59835,MJR,15000
800026,P10406,JMP,124000
800026,P53548,JMP,124000
800026,P53549,JMP,124000
800026,P61000,JMP,124000
800026,P61001,JMP,124000
73022 ,P57309,TRB,1000
153004,P49223,PH3,2500
153004,P56678,PH3,2500
153004,P59973,PH3,2500
153004,P59973,INT,2500
45960 ,SRV95,KCM,229000
159146,SRV95,NAS,10000
128931,P58849,NAS,1200
40828 ,P60206,NAS,500
162208,P59892,NAS,3150
162208,P59884,NAS,2250
162208,P59884,FAC,2250
162208,P59884,INT,2250
22607,P56314,INT,2700
130782,P60202,INT,675
110932,P59141,INT,1890
118124,P52988,INT,600
169337,P59922,INT,550
113256,P54145,INT,1650
161374,P60030,INT,550
136202,P50696,INT,500
21517,P58921,INT,800
21517,P58921,FAC,800
126591,P53943,INT,1275
155320,P59205,INT,200
68516,P58886,INT,2000
134097,P60105,INT,1170
138755,P35785,INT,625
167477,P58262,INT,1125
25196,P56897,INT,450
139336,P60205,INT,375
152675,P59982,INT,325
122478,P58579,INT,700
100448,P58174,INT,900
172841,P59468,INT,225
134587,P60103,INT,4000
134587,P60103,FAC,4000
147300,P58834,INT,350
160450,P59255,INT,1000
163166,P54845,INT,250
46945,P55627,INT,1000
165239,P58931,INT,650
128198,P35786,INT,270
170815,P62220,INT,550
150513,P60106,INT,8500
104263,P61301,INT,400
66906,P56885,INT,1000
106764,P61302,INT,400
164817,P60208,INT,315
136870,P57985,INT,300
136870,P57985,FAC,300
146869,P59877,INT,960
142829,P59147,INT,1500
114610,P60025,INT,900
120618,P55628,INT,550
134772,P60255,INT,825
158398,P58884,INT,1000
125503,P59610,INT,900
113234,P59986,INT,845
160523,P59988,INT,2750
80387,P59837,INT,650
80387,P59837,FAC,650
144681,P59705,INT,600
88426 ,P60102,INT,750
78627 ,P60108,INT,1000
159146,P60108,NAS,10000
119940,P60108,JMP,149515
119940,P60108,INT,149515
24006 ,HRB2156,NAS,500
164009,HRB2153,NAS,2500
166475,HRB2151,NAS,500
147371,HRB2150,KCM,1000
147371,HRB2150,INT,1000
12505 ,HRB2154,KCM,500
138372,HRB2152,NAS,3000
2013,HRB2152,NAS,3000
138372,HRB2155,NAS,9000
2013,HRB2155,NAS,9000
165209,HRB2149,JMP,1000
165209,HRB2149,INT,1000
157639,P57503,KCM,1500
171214,P61103,JMP,2500
120106,P58182,NAS,10000
2526 ,P37227,JMP,10000
142517,P56977,NSF,12500
142517,P56962,NSF,12500
3721 ,P58075,MJR,2000
47771 ,P55662,TRB,2500
142536,P55531,MJR,500
142536,P55531,FAC,500
142536,P55531,INT,500
800171,P56975,JMP,139000
800171,P53540,JMP,139000
800171,P57715,JMP,139000
800171,P56611,JMP,139000
800171,P56612,JMP,139000
800171,P56613,JMP,139000
126219,P54897,JMP,12500
126219,P59038,JMP,12500
126219,P59135,JMP,12500
126219,P56815,JMP,12500
126219,P56820,JMP,12500
126219,P56818,JMP,12500
126219,P56822,JMP,12500
800170,P55528,NSF,5500
164725,P56245,NSF,155
155877,P57367,TRB,17000
67705,P56094,NAS,2000
67705,P56094,FAC,2000
67705,P56094,INT,2000
800183,P53795,KRW,148000
800183,P53781,KRW,148000
800183,P53786,KRW,148000
800183,P53790,KRW,148000
800183,P53787,KRW,148000
800183,P53788,KRW,148000
156276,P50625,MJR,4000
133996,P57066,MJR,9300
132191,P53123,TRB,6000
132191,P53124,TRB,6000
82657,P54096,NSF,10000
108933,P58938,MJR,20000
60200,P59963,PH3,300
60200,P59963,INT,300
131295,P57039,NSF,3000
131295,P58539,NSF,3000
131295,P59226,NSF,3000
52742 ,P57274,TRB,7100
52742 ,P57275,TRB,7100
52742 ,P57284,TRB,7100
52742 ,P57278,TRB,7100
123064,P46726,JMP,1000
67761 ,P58164,JMP,1000
150761,P58810,KCM,500
150761,P58810,INT,500
800150,P51888,NAS,11000
131747,P59614,NAS,840
173161,P60213,NAS,240
65891 ,P58976,NAS,1100
150455,P58549,NAS,900
150455,P58549,FAC,900
150455,P58549,INT,900
161165,P59921,INT,750
3496,P58882,INT,675
171635,P59895,INT,450
110468,P60212,INT,850
159907,P62350,INT,1000
171133,P59655,INT,550
48040,P58580,INT,1500
121523,P56948,INT,600
11310,P56298,INT,1000
11310,P56298,FAC,1000
10306,P56979,INT,1000
17943,P54143,INT,500
173485,P55629,INT,1000
173687,P58997,INT,250
136361,P58940,MJR,1500
143525,P59660,MJR,1650
143498,P55789,MJR,900
150743,P58569,MJR,225
156737,P59148,MJR,2050
131641,P56832,MJR,1000
131641,P56832,FAC,1000
131641,P56832,INT,1000
173920,P61172,INT,550
160807,P58266,INT,200
136859,P57137,INT,550
37614,P62304,INT,450
162223,P59987,INT,700
173553,P61163,INT,1100
164063,P55912,INT,2200
134396,P58998,INT,360
52002,P59236,INT,1440
52002 ,P59230,INT,480
52002 ,P60214,INT,2080
24006 ,HRB2158,NAS,1500
147371,HRB2159,KCM,1000
800074,HRB2164,NSF,10000
800074,HRB2164,FAC,10000
800074,HRB2164,INT,10000
67705,HRB2162,NAS,500
12505,HRB2161,KCM,500
138372,HRB2163,NAS,5000
138372,HRB2165,NAS,1000
138372,HRB2165,INT,1000
165209,HRB2157,JMP,3500
165209,HRB2157,INT,3500
165178,P54041,NSF,400
121215,P53071,JMP,500
19051 ,P54142,NSF,17500
138689,P54846,NAS,4000
138689,P54844,NAS,4000
166228,P49925,JMP,1000
140421,P57459,NAS,8000
140421,P57461,NAS,8000
115663,P52179,JMP,2500
115663,P52185,JMP,2500
115663,P52185,FAC,2500
115663,P52185,INT,2500
121669,P54847,NAS,8000
121669,P62450,NAS,8000
166553,P58144,NAS,4000
166553,P58143,NAS,4000
166553,P58145,NAS,4000
800234,P60020,TRB,15000
800234,P56365,TRB,15000
800234,P56387,TRB,15000
800234,P53810,TRB,15000
800234,P53831,TRB,15000
800234,P53827,TRB,15000
140583,P59463,KCM,2600
107891,P58935,NAS,14000
158821,P58370,NAS,3000
158821,P58370,FAC,3000
158821,P58370,INT,3000
158821,P58377,INT,3000
132368,P58349,NSF,2500
170922,P57630,JMP,1000
102153,P59460,JMP,10000
159155,P57664,NAS,500
1334 ,P52336,TRB,1000
1334 ,P52251,TRB,1000
129286,P57303,KCM,1000
12505 ,P56896,KCM,3600
12505 ,P56896,INT,3600
164800,P60200,INT,850
168340,P58410,INT,1200
162631,P62204,INT,4950
141593,P59134,INT,390
129490,P57775,INT,1300
129490,P57777,INT,100
163967,P57568,INT,1210
158014,P59980,INT,715
141311,P62206,INT,1170
141311,P62206,FAC,1170
32606,P56893,INT,480
121570,P57285,INT,825
22911,P55529,INT,300
155372,P60201,INT,900
163553,P58076,INT,660
144362,P59829,INT,550
18542,P58048,INT,4200
18542,P61157,INT,1950
38440,P55530,INT,750
125736,P48494,INT,6900
125736,P48494,FAC,6900
120860,P58572,INT,685
150719,P58927,INT,495
74060,P58408,INT,1560
114961,P57797,INT,1000
114961,P59903,INT,1400
144666,P58840,INT,1000
131380,P59246,INT,850
43605,P58409,INT,650
150866,P59823,INT,3025
147540,P56794,INT,800
147540,P56794,FAC,800
19130,P59826,INT,1200
105321,P55786,INT,1800
44127,P57679,INT,800
148639,P59654,INT,900
23401,P58881,INT,300
170643,P59967,INT,1200
72489,P58880,INT,6750
143310,P58543,INT,250
168875,P59243,INT,925
170810,P56292,INT,550
170810,P56292,FAC,550
152764,P59702,INT,550
155395,P58548,INT,900
157501,P59952,INT,200
116410,P59978,INT,850
16424,P58838,INT,550
72525,P58571,INT,1350
3550,P58573,INT,750
172457,P52987,INT,3000
95318,P61155,INT,150
33465,P60101,INT,1000
33465,P60101,FAC,1000
23487,P59607,INT,600
132957,P58072,INT,3850
152107,P58841,INT,900
145605,P58678,INT,1500
156200,P57570,INT,550
153338,P59893,INT,400
132213,P52294,INT,550
171782,P59910,INT,825
152667,P58260,INT,700
152667,P58260,FAC,700
102951,P60000,INT,1530
172787,P59503,INT,1100
139193,P59828,INT,1650
143057,P60052,INT,1700
25248 ,P57234,INT,300
171145,P59750,INT,550
163104,P58885,INT,1400
99008 ,P60100,INT,1800
172842,P59261,INT,875
154943,P56778,INT,850
70630 ,HRB2118,KCM,3750
2013 ,HRB2118,KCM,3750
24006 ,HRB2121,NAS,500
164009,HRB2119,NAS,2500
166475,HRB2122,NAS,1000
166475,HRB2122,INT,1000
107891,HRB2123,NAS,500
102611,HRB2117,NAS,500
100600,HRB2120,NAS,500
165209,HRB2116,JMP,1000
165209,HRB2116,INT,1000
172535,P59703,KCM,33000
146983,P59239,NAS,1000
146983,P56859,NAS,1000
115124,P56665,PH3,1300
98967 ,P58304,NSF,5000
98967 ,P58300,NSF,5000
98967 ,P58305,NSF,5000
98967 ,P56399,NSF,5000
56940 ,P57064,MJR,2250
23043 ,P58982,NAS,14000
23043 ,P58992,NAS,14000
141966,P56294,MJR,3500
141966,P56294,FAC,3500
141966,P56294,INT,3500
167840,P53933,NAS,6000
167840,P53934,NAS,6000
167840,P58924,NAS,6000
167146,P58306,NSF,33000
76348,P59812,NAS,12000
163648,P62216,PH3,1500
163648,P35777,PH3,1500
163648,P58529,PH3,1500
14049,P50347,NSF,60000
89248,P54964,TRB,6500
89248,P52572,TRB,6500
800168,P55663,NSF,500
158711,P53967,NSF,5000
158711,P53966,NSF,5000
158711,P53966,FAC,5000
158711,P53966,INT,5000
11435 ,P62501,NSF,1500
3585 ,P48199,TRB,7500
3585 ,P48198,TRB,7500
3585 ,P51880,TRB,7500
3585 ,P57062,TRB,7500
3585 ,P57051,TRB,7500
19363 ,P59350,TRB,1200
15504 ,P55532,KCM,1200
2846 ,P59402,JMP,1000
114329,P50622,KCM,210000
114329,P50621,KCM,210000
154445,P59133,PH3,500
154445,P59133,INT,500
158176,SRV90,NSF,1200
11119 ,SRV92,WBW,1000
595 ,SRV91,WBW,500
170516,P62200,WBW,550
170522,P59145,WBW,700
155446,P62305,WBW,1075
126819,P57984,WBW,1000
172080,P59885,WBW,3185
172080,P59885,FAC,3185
172080,P59885,INT,3185
172080,P59889,INT,600
154964,P56297,INT,880
159111,P56293,INT,1390
157350,P60051,INT,1080
158488,P56830,INT,840
149033,P60050,INT,1125
42676,P55664,INT,250
152644,P59981,INT,450
152644,P59981,FAC,450
171270,P59897,INT,550
23194,P57682,INT,500
67762,P60028,INT,600
143060,P60203,INT,1200
167315,P62205,INT,4620
121671,P57982,INT,1000
168673,P59879,INT,330
168673,P59883,INT,1073
168673,P59886,INT,1072
168673,P59886,FAC,1072
145756,P59872,INT,1100
151509,P56289,INT,1000
147239,P58577,INT,360
50342,P60204,INT,638
172659,P59909,INT,600
168669,P59752,INT,150
76461,PERP 2460,INT,1000
153222,P59832,INT,1400
172121,P53948,INT,1000
172121,P53948,FAC,1000
29411,P54849,INT,1200
172066,P59887,INT,675
171242,P62303,INT,535
170662,P58835,INT,500
16211,P60104,INT,3600
90057,P59960,INT,6000
172857,P59146,INT,1575
144633,P59966,INT,360
148610,P59983,INT,425
164847,P59836,INT,1400
105281,P60019,INT,900
63249 ,P58411,INT,2750
74824 ,P59896,INT,940
51097 ,P59985,INT,1950
154008,P51585,INT,250
24006 ,HRB2141,NAS,500
24006 ,HRB2141,FAC,500
24006 ,HRB2141,INT,500
164009,HRB2142,NAS,2500
166475,HRB2148,NAS,500
147371,HRB2140,KCM,1000
107891,HRB2146,NAS,500
