facility id,notification,Attorney,Total
137722,P34688,NSF,2500
137722,P34688,INT,2500
151886,P58081,INT,2400
137778,P60907,INT,420
169937,P61754,INT,450
154996,P61493,INT,525
140512,P59365,INT,480
171840,P62361,INT,1400
107145,P56719,INT,1700
166601,P62334,INT,300
126427,P61851,INT,500
172231,P61751,INT,350
172231,P61751,FAC,350
153679,P59948,INT,500
154479,P62335,INT,638
14182,P62365,INT,2600
151674,P59671,INT,500
141750,P56567,INT,4400
156658,P59308,INT,675
120866,P61426,INT,550
162367,P62418,INT,375
159206,P53082,INT,1200
139142,P58080,INT,2750
139142,P58080,FAC,2750
152750,P61474,INT,450
125318,P58915,INT,700
175963,P62367,INT,8800
154943,P62329,INT,475
35188 ,HRB2233,KCM,4000
54732 ,HRB2232,NAS,1000
54732 ,HRB2232,INT,1000
130543,P60963,NSF,5000
130543,P60957,NSF,5000
160080,P60309,WBW,3670.59
177424,P60158,KCM,3500
16389 ,P57999,AJO,25000
16389 ,P60131,AJO,25000
178449,P53086,WBW,6000
105334,P59369,RRF,10000
126219,P61472,NSF,2500
134018,P60504,NSF,1000
800170,P55537,NAS,19000
800170,P55548,NAS,19000
172505,P59328,NAS,1900
172505,P60800,NAS,1900
172505,P62424,NAS,1900
5887 ,P58898,NAS,1000
5887 ,P58898,INT,1000
141473,P56717,KCM,112500
141473,P56721,KCM,112500
138034,P59661,TRB,12900
138034,P59663,TRB,12900
800182,P54975,TRB,1000
140316,P58595,WBW,6000
140316,P58599,WBW,6000
154445,P61489,WBW,650
150216,P56984,NAS,170000
150216,P56984,INT,170000
149102,P60660,INT,4000
178889,P61711,INT,3850
165878,P59348,INT,1200
169632,P61954,INT,825
173861,P60967,INT,1000
76120 ,P61551,INT,550
102137,P61663,INT,900
122876,P60508,INT,6000
122876,P60513,INT,6000
172250,P60912,INT,690
29853 ,PERP 2460,INT,500
145620,P60659,INT,200
141471,PERP 2460,INT,350
131380,P60067,INT,600
175966,P59322,INT,130
175966,P59322,FAC,130
148907,P60071,INT,150
115355,P61658,INT,450
115355,P62429,INT,450
161383,P60061,INT,150
177285,P55648,INT,300
2338,P60132,INT,1350
148835,P59777,INT,520
141324,P59674,INT,375
10267,P59714,INT,7900
175641,P61956,INT,400
56747,P60072,INT,800
147549,P60823,INT,1000
116953,P60921,INT,1440
146496,P57699,INT,1925
146496,P57698,INT,1925
40674,P61953,INT,1000
125302,P62348,INT,1600
28653 ,P62346,INT,800
175512,P62346,KCM,2400
35188 ,HRB2279,KCM,4000
44873 ,HRB2278,KCM,2500
44873 ,HRB2278,INT,2500
118984,HRB2277,NAS,1000
118984,HRB2277,INT,1000
128571,P60708,NSF,3500
128571,P55635,NSF,3500
128571,P55637,NSF,3500
47643 ,P61501,AJO,500
148291,P61442,NSF,3500
148291,P59518,NSF,3500
136398,P60155,KCM,4500
136398,P60155,FAC,4500
136398,P60155,INT,4500
100159,PERP 2458,KRW,15000
100159,P46730,KRW,15000
100159,P58077,KRW,15000
100159,P58062,KRW,15000
100159,P49299,KRW,15000
100159,PERP 2460,KRW,15000
100159,P58953,KRW,15000
18960,P61605,KCM,1050
143408,P48483,KCM,6750
143408,P48480,KCM,6750
143408,P48482,KCM,6750
143408,P48479,KCM,6750
143408,P48481,KCM,6750
800129,P56570,RRF,1000
109654,P57941,NAS,7500
109654,P57949,NAS,7500
157656,P60325,LBN,700
157656,P60325,INT,700
13990 ,P56982,KCM,4500
13990 ,P56989,KCM,4500
13990 ,P60650,KCM,4500
159755,P59662,LBN,750
159755,P59657,LBN,750
60607 ,SRV106,LBN,120000
158141,SRV107,WBW,786.56
158141,SRV107,INT,786.56
176307,P58082,INT,1650
155088,P61757,INT,480
154723,P61440,INT,3645
131982,P56726,INT,1650
173418,P61421,INT,3600
173418,P61434,INT,2000
165621,P62476,INT,200
121533,P60404,INT,1100
140761,P61755,INT,200
172195,P61309,INT,500
172195,P61309,FAC,500
151532,P55644,INT,50
178677,P59520,INT,1650
16825 ,P62154,INT,2000
169529,P61673,INT,325
15523 ,P61608,INT,1250
173381,P60965,INT,3200
137722,P34695,INT,2000
35188 ,HRB2266,KCM,4000
44873 ,HRB2265,KCM,2500
44873 ,HRB2265,INT,2500
44873 ,Penalty is for December 2014 and January 2015.,INT,2500
173952,HRB2269,NAS,1000
13990 ,HRB2264,KCM,7000
13990 ,HRB2264,INT,7000
159111,P58694,RRF,5000
69081 ,P59375,NSF,18000
177694,P60658,NSF,5000
177694,P60655,NSF,5000
33837 ,P58263,WBW,300000
33837 ,P58265,WBW,300000
33837 ,P58270,WBW,300000
144590,P60125,WBW,1500
31915 ,P60125,ERS,3328.33
000136,P60125,ERS,3328.33
107533,P59664,RRF,35000
107533,P59668,RRF,35000
136173,P61313,NAS,2500
161081,P62332,NAS,300
160079,P60326,LBN,750
140486,P59949,LBN,600
140486,P59949,FAC,600
140486,P59949,INT,600
142907,P61443,KCM,1700
166475,P60044,NAS,1000
72040 ,P59362,RRF,2000
49805 ,P49846,RRF,1200
550 ,P57819,KCM,3500
129063,P62156,NSF,25000
129063,P62153,NSF,25000
62731 ,P53083,NAS,500
58495 ,P62230,NAS,3000
139836,P60047,NSF,1500
139836,P60048,NSF,1500
157059,P59672,WBW,6292.44
157059,P59673,WBW,6292.44
176377,P57741,KCM,1875
176377,P57741,INT,1875
14148 ,P60701,INT,1200
177188,P59783,INT,550
140813,P59773,INT,2520
168818,P60920,INT,800
168890,P60909,INT,1350
175256,P61773,INT,400
137598,P62375,INT,1100
174192,P44886,INT,550
155368,P52276,INT,2250
161331,P60707,INT,580
53162 ,P57692,INT,3500
169585,P59782,INT,420
124427,P61659,INT,500
39245 ,P60803,INT,810
177741,P62479,INT,100
177741,P62479,FAC,100
162539,P62345,INT,800
170032,P62434,INT,600
124640,P59778,INT,420
170585,P59368,INT,1120
174130,P61499,INT,1100
62862,P56040,INT,250
173759,P58277,INT,700
173759,P58280,INT,2000
148451,P60407,INT,550
171242,P60810,INT,1150
140738,P59779,INT,1100
4242,P57080,INT,500
173061,P59343,INT,1200
173061,P60802,INT,1350
153913,P54928,INT,1100
153913,P54929,INT,1100
174947,P62374,INT,185
160952,P60926,INT,1040
163821,PERP 2460,INT,400
133928,P61315,INT,800
128724,P59784,INT,440
147246,P61672,INT,800
33824 ,P60804,INT,600
35188 ,HRB2275,KCM,4000
44873 ,HRB2273,KCM,2500
44873 ,HRB2273,INT,2500
159199,HRB2276,TRB,2500
173952,HRB2274,NAS,1000
173952,HRB2274,INT,1000
166073,P52627,BTG,7500
131331,P33591,WBW,1000
129910,P62218,MJR,2000
175159,P55639,BTG,27500
175159,P55645,BTG,27500
175159,P62051,BTG,27500
175159,P62052,BTG,27500
175159,P60710,BTG,27500
175159,P60709,BTG,27500
152501,P57874,WBW,1000
174703,P37239,KCM,4500
174703,P37239,INT,4500
174655,P57747,KCM,135000
174655,P58215,KCM,135000
174655,P58216,KCM,135000
174655,P58217,KCM,135000
174655,P58218,KCM,135000
174655,P58219,KCM,135000
174655,P58223,KCM,135000
174655,P58225,KCM,135000
174655,P58226,KCM,135000
174655,P58230,KCM,135000
174655,P57735,KCM,135000
174655,P57739,KCM,135000
172965,P52295,MJR,500
153263,P62432,MJR,1365
20872 ,P60137,MJR,600
165049,P60845,MJR,1500
149285,P61765,MJR,1650
149285,P61765,INT,1650
149285,P61765,FAC,1650
149285,P61268,INT,1000
139750,P61684,INT,100
170893,P61258,INT,350
179116,P63050,INT,550
160731,P60517,INT,1000
102919,P59648,INT,550
45176,P59647,INT,750
179084,P61960,INT,550
174125,P61686,INT,250
104078,P62445,INT,600
104649,P63051,INT,500
137627,P61675,INT,1080
153290,P63201,INT,400
118876,P60855,INT,1600
76689,P60516,INT,2400
151964,P63061,INT,550
146591,P61265,INT,300
136460,P61198,INT,4000
161396,P61965,INT,800
118015,P61266,INT,800
178239,P58899,INT,3200
131892,P63053,INT,1000
131310,HRB2305,BTG,1000
72040 ,HRB2296,RRF,100
72040 ,HRB2296,FAC,100
72040 ,HRB2296,INT,100
72040,HRB2297,RRF,100
72040,HRB2304,RRF,100
123715,HRB2308,MJR,1500
14966,HRB2298,RRF,5500
14966,HRB2299,RRF,1000
14966,HRB2299,FAC,1000
14966,HRB2299,INT,1000
14966,HRB2300,RRF,1000
14966,HRB2301,RRF,1000
14966,HRB2302,RRF,1000
14966,HRB2303,RRF,1000
14966,HRB2303,INT,1000
103654,P58943,VKT,750
164214,P62426,WBW,2000
164214,P62423,WBW,2000
164214,P62415,WBW,2000
164214,P62340,WBW,2000
14769 ,P58848,KCM,7500
14769 ,P58801,KCM,7500
14769 ,P58811,KCM,7500
177757,P59055,KCM,500
177286,P60122,NSF,250
177286,P60126,NSF,250
102265,P58278,NSF,65000
102265,P58275,NSF,65000
111176,P61075,NAS,18000
111176,P61078,NAS,18000
111176,P61076,NAS,18000
111176,P61077,NAS,18000
111176,P61560,NAS,18000
111176,P61559,NAS,18000
111176,P60666,NAS,18000
176239,SRV110,MJR,1500
176239,permit condition for fuel usage for July 2015.,MJR,1500
172037,P61968,MJR,1100
169250,P60075,MJR,750
47084 ,P60856,MJR,1200
172080,P62438,MJR,1200
34294 ,P61677,MJR,1365
176124,P59341,MJR,960
147565,P63200,MJR,420
36017,P59792,MJR,750
177958,P60830,MJR,575
177993,P63005,MJR,1100
116984,P61950,MJR,300
114854,P61263,MJR,480
159360,P61680,MJR,1250
155431,P59340,MJR,350
176788,P60669,MJR,1100
135328,P61688,MJR,585
121096,P58287,MJR,585
174933,P62446,MJR,550
173925,P60943,MJR,550
169293,P62440,MJR,550
62585,P64201,MJR,1300
174179,P56988,MJR,580
95952,P62013,MJR,1350
157893,P62443,MJR,1305
126407,P61689,MJR,1125
49315,P62442,MJR,1700
40681,P62444,MJR,200
40683,P62437,MJR,1125
121363,P59796,MJR,675
153126,P58286,MJR,1125
173545,P58096,MJR,400
147490,P61665,MJR,650
131417,P59646,MJR,250
176685,P61250,MJR,750
175942,P60832,MJR,2000
167930,P60453,MJR,2800
150753,P61557,MJR,600
129024,P62435,MJR,1050
156292,P60076,MJR,1400
26098,P60842,MJR,550
117042,P55917,MJR,1500
158409,P62441,MJR,1650
117494,P60937,MJR,600
177595,P60934,MJR,550
160714,P61678,MJR,3300
168535,PERP 2460,MJR,1600
178146,P61967,MJR,500
178146,P61976,MJR,1000
156040,P60080,MJR,600
147358,P61961,MJR,3400
180048,P57480,MJR,1000
171673,P60938,MJR,550
179225,P61260,MJR,690
172373,P61964,MJR,800
168709,P62342,MJR,550
168709,P60835,MJR,650
139576,P59523,MJR,800
157547,P61970,MJR,650
179992,P61717,MJR,2400
134889,P64000,MJR,1600
103978,P62436,MJR,650
162826,P61193,MJR,1600
172408,P63000,MJR,400
167466,P61682,MJR,800
133145,P60843,MJR,800
35188 ,HRB2292,KCM,1064
6331 ,HRB2293,TRB,600
123715,HRB2294,MJR,1500
123715,HRB2294,INT,1500
104017,P56978,INT,500
131310,P61556,BTG,21500
164902,P58427,NSF,6000
177014,P61550,KCM,4800
177014,P58281,KCM,4800
177014,P60415,KCM,4800
177014,P60414,KCM,4800
177014,P60413,KCM,4800
177014,P60411,KCM,4800
151388,P60821,KCM,1000
44790 ,P58593,NAS,2000
44790 ,P58598,NAS,2000
166888,P53013,NSF,11000
103684,P59474,LBN,1000
117882,P59373,NAS,20000
129660,P54926,NAS,2500
129660,P54926,FAC,2500
129660,P54926,INT,2500
59618 ,P54973,BTG,9000
6331 ,P62001,TRB,2500
126498,P61609,KCM,1600
123715,P61225,MJR,1500
123715,P61242,MJR,1500
179588,P61073,WBW,1000
43436 ,P56325,NSF,2500
800265,P62481,NSF,36000
800265,P60506,NSF,18000
155088,P61761,NSF,400
129762,P59798,NSF,390
158277,P59319,NSF,1800
158277,P59319,FAC,1800
158277,P59319,INT,1800
178889,P61715,INT,1660
179916,P62015,INT,550
116924,P62019,INT,960
177977,P61256,INT,550
129251,P59787,INT,450
177214,P59794,INT,330
152816,P62010,INT,550
177756,P60410,INT,4785
180019,P44899,INT,1375
170636,P62376,INT,3200
178532,P60966,INT,700
13854,P60505,INT,2000
175450,P61958,INT,1200
117767,P60910,INT,600
117767,P60924,INT,200
117767,P60924,FAC,200
130686,P60944,INT,420
160085,P60822,INT,1300
170643,P62428,INT,760
103440,P59795,INT,750
145363,P56724,INT,200
28968,P59636,INT,4750
28968,P59639,INT,4750
28968,P60662,INT,4750
28968,P60663,INT,4750
59,P62377,INT,1650
179613,P61194,INT,550
153304,P61685,INT,1100
179139,P59675,INT,1000
115363,P61668,INT,700
69572,P62007,INT,2200
53351,P61555,INT,550
114570,P56733,INT,1500
52607 ,P60135,INT,720
162364,P59329,INT,600
144681,P60713,INT,6500
35188 ,HRB2288,KCM,4000
72040 ,HRB2289,RRF,100
72040 ,HRB2290,RRF,100
72040 ,HRB2290,INT,100
159199,HRB2286,TRB,500
123715,HRB2287,MJR,1500
123715,HRB2287,INT,1500
115536,P52192,WBW,6500
156722,P57641,NSF,2000
7054 ,P58675,NSF,2500
134825,P59834,NSF,400
164968,P14825,NAS,750
164968,P58638,NAS,750
166979,P49882,TRB,1000
166979,P49881,TRB,1000
166979,P49881,FAC,1000
166979,P49881,INT,1000
800365,P59152,NAS,192000
800365,P59151,NAS,192000
800365,P26986,NAS,192000
800365,P26979,NAS,192000
800365,P26985,NAS,192000
800365,P55625,NAS,192000
800365,P26990,NAS,192000
800365,P26991,NAS,192000
800365,P26988,NAS,192000
800365,P26987,NAS,192000
158910,P55626,NSF,5000
13920,P55796,KCM,0
92495,P59465,JMP,500
92495,P59465,FAC,500
92495,P59465,INT,500
43201 ,P57368,KCM,2400
147527,P59360,PH3,7770
43436 ,P56317,NSF,1500
14966 ,P61214,KCM,1500
800263,P59666,KCM,1000
86119 ,P58186,KCM,1200
159287,P62244,KCM,800
153367,P62320,KCM,300
153367,P62320,FAC,300
153367,P62320,INT,300
135185,P55638,INT,5400
65274,P61484,INT,525
169322,P62242,INT,480
157336,P57635,INT,1000
173420,P60258,INT,1300
122004,P59471,INT,700
103840,P61105,INT,4400
103840,P61111,INT,4400
175295,P57686,INT,2125
166293,P59934,INT,800
166293,P59934,FAC,800
88327,P59759,INT,500
173419,P61211,INT,450
174721,P61406,INT,1300
31028,P58422,INT,1000
70446,P62363,INT,1000
25649,P58423,INT,1000
149237,P58426,INT,1000
165556,P61308,INT,1500
161492,P44874,INT,1000
165167,P58692,INT,450
150138,P49236,INT,1300
169190,P61481,INT,1900
37562 ,P61602,INT,1050
174517,P61412,INT,1000
76502 ,P57997,INT,975
104094,P60259,INT,6400
102952,P60040,INT,4000
111176,P51532,INT,1500
131507,P58405,INT,500
35188 ,HRB2214,KCM,4000
48849 ,HRB2215,KCM,1500
48849 ,HRB2216,KCM,1500
54732 ,HRB2219,NAS,1000
54732 ,HRB2219,INT,1000
114910,HRB2218,NAS,1000
114910,HRB2220,NAS,1000
171117,HRB2217,NAS,1000
171117,HRB2217,INT,1000
161754,P59406,KCM,32000
161754,P57683,KCM,32000
161754,P59404,KCM,32000
161754,P59403,KCM,32000
800189,P57814,NAS,2500
148978,P55897,WBW,1000
6384 ,P57289,RRF,50000
800183,P53796,TRB,24500
800183,P53791,TRB,24500
800183,P53782,TRB,24500
800183,P53783,TRB,24500
169962,P60323,WBW,5600
3585 ,P56322,BTG,1500
3585 ,P56322,INT,1500
7757 ,P53990,WBW,10000
7757 ,P53989,WBW,10000
167981,P56566,KCM,8400
167981,P52623,KCM,8400
142002,P57932,KCM,8800
6768 ,P62364,NSF,25000
176758,P61701,KCM,1000
800335,P54976,NSF,174000
800335,P54976,INT,174000
18931 ,P52187,NSF,5300000
18931 ,P49165,NSF,5300000
18931 ,P53133,NSF,5300000
46646 ,SRV103,NAS,17000
113518,SRV104,MJR,50000
113518,SRV104,INT,50000
98727 ,P61856,INT,990
171285,P62243,INT,745
171285,P60222,INT,705
145547,P62407,INT,1000
176986,P61427,INT,5000
177292,P56718,INT,900
162543,P59848,INT,200
97250 ,P61065,INT,1000
23401 ,P58273,INT,200
77421 ,P60705,INT,300
168509,P56037,INT,4800
176321,P61064,INT,850
5172 ,P59366,INT,500
5172 ,P59366,FAC,500
34837,P61310,INT,1500
175537,P61311,INT,2000
154188,P59345,INT,510
85542,P58895,INT,1000
143584,P61425,INT,800
171321,P60913,INT,500
171321,P60918,INT,500
62724,P59515,INT,1000
144027,P59314,INT,638
58670,P61654,INT,750
156200,P44879,INT,1800
147620,P50734,INT,2900
173527,P61438,INT,800
151937,P61657,INT,750
151937,P61657,FAC,750
168347,P60124,INT,640
137708,P60906,INT,640
51097 ,P59327,INT,6400
800265,P62477,INT,800
35188 ,HRB2254,KCM,4000
155560,HRB2251,TRB,1500
155560,HRB2252,TRB,1500
155560,HRB2252,INT,1500
155560,HRB2258,TRB,1500
114910,HRB2256,NAS,1000
159780,HRB2257,KCM,500
173952,HRB2253,NAS,1000
173952,HRB2253,INT,1000
160637,P58197,JMP,3500
5903 ,P58684,NSF,110000
94930 ,P55535,RRF,500
800030,P48740,TRB,6000000
173658,P44869,RRF,3200
800367,P50731,KCM,1500
83102 ,P62500,NSF,10500
83102 ,P62504,NSF,10500
83102 ,P62504,INT,10500
168852,P62460,RRF,500
49380 ,P60014,NSF,42500
49380 ,P60017,NSF,42500
167871,P49943,NAS,2000
62822 ,SRV97,WBW,213375.76
"31, 20",SRV97,WBW,213375.76
"31, 20",SRV97,INT,213375.76
138253,P58690,INT,1375
101667,P53080,INT,200
106897,P53081,INT,295
158422,P61650,INT,575
158701,P62408,INT,675
165997,P59762,INT,2400
157383,P62413,INT,700
162615,P44872,INT,3600
22607 ,P56321,INT,500
22607 ,P56321,FAC,500
93639,P59512,INT,340
108340,P59622,INT,450
145298,P35795,INT,478
66253,P56980,INT,1000
175183,P60117,INT,300
138360,P61457,INT,6000
126408,P62238,INT,1350
174219,P58269,INT,400
173276,P61476,INT,300
173276,P61469,INT,100
173276,P61469,FAC,100
55684,P58888,INT,1600
137433,P55633,INT,1000
161492,P44873,INT,1000
174382,P58418,INT,1100
73367,P59624,INT,500
139774,P59994,INT,250
174539,P59475,INT,1100
174539,P59476,INT,1100
154511,P58586,INT,500
140517,P59618,INT,2475
140517,P59618,FAC,2475
81626,P58582,INT,550
81626,P58587,INT,330
58670,P62409,INT,1000
174126,P61177,INT,1760
174126,P61178,INT,3600
99540,P60114,INT,8000
135809,P56983,INT,5250
118701,P58590,INT,600
134428,P58079,INT,1600
135423,P59940,INT,550
48849 ,HRB2206,KCM,1500
48849 ,HRB2207,KCM,1500
159357,HRB2210,NAS,500
159357,HRB2210,INT,500
114910,HRB2208,KCM,3000
114910,HRB2208,INT,3000
12362 ,P59831,KCM,1000
131003,P57731,JMP,2000
94117 ,P61171,NSF,2500
800080,P34686,NSF,6000
800080,P34685,NSF,6000
132889,P56285,PH3,1500
40806 ,P60018,JMP,1000
138374,P59004,NAS,500
59618 ,P55667,JMP,2500
59618 ,P55667,INT,2500
107818,P61153,NAS,4000
107818,P58043,NAS,4000
133987,P53987,JMP,3000
133987,P56565,JMP,3000
166091,P55877,NAS,50000
140502,P61165,TRB,7000
140502,P61166,TRB,7000
140502,P61167,TRB,7000
140502,P61168,TRB,7000
140502,P61169,TRB,7000
140502,P61170,TRB,7000
120076,P62405,TRB,550
120076,P62405,FAC,550
120076,P62405,INT,550
148146,P60042,INT,550
153009,P59507,INT,455
130975,P56842,INT,1000
154619,P59509,INT,770
94193,P48495,INT,715
147356,P58187,INT,2970
172134,P55794,INT,2885
165886,P59755,INT,3200
134590,P59625,INT,350
82041,P58891,INT,700
165690,P60041,INT,500
111945,P58916,INT,200
141740,P60220,INT,450
141740,P60220,FAC,450
133962,P52989,INT,400
68458,P58583,INT,1150
138240,P55630,INT,100
138240,P55632,INT,100
148591,P58259,INT,500
170925,P58828,INT,200
111289,P62356,INT,500
43441,P52990,INT,1000
154588,P59264,INT,500
167818,P57639,INT,500
109085,P55793,INT,450
175102,P59844,INT,550
175102,P59846,INT,1000
120850,P57996,INT,650
120850,P57996,FAC,650
171205,P62311,INT,1100
133967,P60037,INT,375
146025,P62401,INT,1400
146025,P62402,INT,1315
175180,P60060,INT,715
123137,P60118,INT,500
100583,P61600,INT,6600
85964 ,P60209,INT,400
171681,P56847,INT,650
14665 ,P58946,INT,1500
123871,P57636,INT,2200
103149,HRB2201,NAS,1000
2013 ,HRB2201,NAS,1000
120722,HRB2202,NAS,500
21728 ,HRB2204,TRB,2000
21728 ,HRB2205,TRB,2000
21728 ,HRB2205,INT,2000
165209,HRB2200,JMP,500
165209,HRB2200,INT,500
107976,P61057,NAS,2000
118406,P52195,TRB,50000
118406,P52191,TRB,50000
118406,P52189,TRB,50000
118406,P52183,TRB,50000
116931,P37228,TRB,10000
116931,P58212,TRB,10000
116931,P56563,TRB,10000
16934 ,P58416,KCM,1000
118681,P62459,RRF,5000
118681,P62455,RRF,5000
103484,P58830,KCM,4500
104004,P56099,MJR,8000
104004,P56099,FAC,8000
104004,P56099,INT,8000
114340,P60015,NSF,2500
143614,P61215,KCM,1000
143614,P61217,KCM,1000
116992,P58184,NAS,1500
116992,P58179,NAS,1500
6331,P61433,TRB,500
152501,P57373,WBW,1000
22229,P56296,MJR,6000
172584,P59976,MJR,750
100716,P57291,KCM,300
153199,P57857,MJR,3000
153199,P57860,MJR,3000
153199,P57069,MJR,3000
153199,P57069,FAC,3000
153199,P57069,INT,3000
170903,P49747,TRB,500
170903,P49748,TRB,500
174977,P57467,TRB,2475
160655,P61467,TRB,650
160655,P61471,TRB,1338
160655,P61487,TRB,512
162456,P60049,TRB,550
175181,P59942,TRB,550
175181,P59942,INT,550
89467 ,P61417,INT,1800
112769,P59766,INT,4000
175182,P61488,INT,1800
175182,P61473,INT,600
135043,P59626,INT,1100
176627,P60450,INT,2400
35188 ,HRB2226,KCM,4000
35188 ,HRB2226,INT,4000
54732 ,HRB2225,NAS,1000
54732 ,HRB2229,NAS,1000
114910,HRB2227,NAS,1000
114910,HRB2228,NAS,1000
114910,HRB2228,INT,1000
157632,P60303,WBW,5161.2
7411 ,P54969,KCM,9300
7411 ,P54970,KCM,9300
146463,P60254,KCM,3500
54732 ,P61174,NAS,40000
18001 ,P60253,JMP,500
172594,P59827,KCM,3300
87171 ,P53975,NAS,1000
800408,P54972,JMP,29000
800408,P54972,FAC,29000
800408,P54972,INT,29000
170608,P59253,PH3,1000
800079,P34680,KCM,16000
173106,P50627,WBW,5677.32
8220,P54148,KCM,1000
172212,P61220,NAS,1500
172212,P58844,NAS,1500
172023,P53079,WBW,500
99303,P53490,KCM,500
99303,P53495,KCM,500
159612,P60113,PH3,550
96037,P59843,RRF,1250
96037,P59843,INT,1250
53729 ,P56309,KCM,7700
174243,SRV98,NAS,140000
175509,P61408,NAS,440
59237 ,P61405,NAS,1260
148299,P62234,NAS,500
148299,P62234,FAC,500
148299,P62234,INT,500
168904,P61463,INT,375
47354,P59513,INT,2420
137200,P58996,INT,2700
109477,P56034,INT,450
164850,P59767,INT,960
173415,P59472,INT,1430
17478,P60119,INT,1950
90091,P35794,INT,500
54700,P58585,INT,1350
167414,P56093,INT,600
167414,P56093,FAC,600
167040,P62360,INT,1100
153991,P61466,INT,600
14523,P58892,INT,450
174206,P56841,INT,1100
175199,P59477,INT,2475
175199,P59478,INT,2475
64172,P57998,INT,600
80919,P59616,INT,10000
13850,P58199,INT,850
170251,P57688,INT,1250
170251,P57689,INT,1250
170251,P57690,INT,1250
160366,P61414,INT,1000
111301,P59479,INT,4250
35188 ,HRB2212,KCM,4000
160637,HRB2213,KCM,250
160637,HRB2213,INT,250
101656,P61005,NSF,90500
101656,P61006,NSF,90500
101656,P58220,NSF,90500
101656,P58221,NSF,90500
101656,P58222,NSF,90500
101656,P34684,NSF,90500
101656,P58213,NSF,90500
145836,P53139,NSF,22500
145836,P53140,NSF,22500
99157 ,P56798,PH3,1000
46268 ,P57372,NSF,1500
800089,P56614,NSF,8100000
800089,P56615,NSF,8100000
800089,P56616,NSF,8100000
800089,P56617,NSF,8100000
800089,P56618,NSF,8100000
800089,P56619,NSF,8100000
800089,P56620,NSF,8100000
800089,P56621,NSF,8100000
800089,P56622,NSF,8100000
800089,P59707,NSF,8100000
800089,P59707,FAC,8100000
800089,P59707,INT,8100000
129816,P53135,TRB,11000
129816,P53132,TRB,11000
42127,P61206,RRF,1000
68798,P58680,NSF,20000
68798,P60251,NSF,20000
800075,P55536,NSF,4500
125298,P53982,NSF,2500
125298,P53980,NSF,2500
143713,P56837,RRF,500
154130,P53984,NSF,1500
154130,P53983,NSF,1500
154130,P53981,NSF,1500
154130,P53981,INT,1500
29110 ,P53006,WBW,500
29110 ,P53005,WBW,500
159780,P57964,KCM,1000
36738 ,P55409,TRB,15000
36738 ,P46745,TRB,15000
36738 ,P30691,TRB,15000
36738 ,P61161,TRB,15000
36738 ,P61164,TRB,15000
36738 ,P61409,TRB,15000
36738 ,P53315,TRB,15000
150604,P60223,PH3,900
110630,P49745,KCM,2500
110630,P49745,FAC,2500
110630,P49745,INT,2500
149343,SRV99,NAS,35000
174516,P55798,NAS,1100
155431,P62229,NAS,1000
155431,P62224,NAS,600
73015 ,P61420,NAS,600
135997,P60400,NAS,550
170741,P57687,NAS,1000
172921,P58949,NAS,880
172921,P58949,FAC,880
172921,P58949,INT,880
164513,P61216,INT,700
136202,P61500,INT,250
175289,P57995,INT,960
147434,P58584,INT,1050
147434,P58589,INT,1050
127047,P58689,INT,1000
175375,P59947,INT,640
164994,P61700,INT,550
137491,P55797,INT,2000
175371,P52991,INT,960
150260,P52297,INT,3200
159406,P62306,INT,715
146691,P62236,INT,400
143337,P61219,INT,640
160523,P59992,INT,3900
107394,P59939,INT,480
161231,P56716,INT,500
35188 ,HRB2222,KCM,4000
35188 ,HRB2222,INT,4000
48849 ,HRB2223,KCM,1500
54732 ,HRB2221,NAS,1000
139195,HRB2224,MJR,7500
139195,HRB2224,INT,7500
175011,P61407,TRB,3000
175011,P61402,TRB,3000
157732,P60307,WBW,1050
62862 ,P56036,NSF,15000
62862 ,P56035,NSF,15000
157943,P60316,WBW,10731
155877,P57374,BTG,63000
83623 ,P61604,NSF,30000
120943,P60256,KCM,3500
120943,P60256,FAC,3500
120943,P60256,INT,3500
119504,P59051,WBW,1050
132192,P53137,TRB,10000
132192,P53136,TRB,10000
173952,P60121,NAS,16000
74267 ,P59267,NAS,3400
174960,P61770,NAS,400
168463,P44871,NAS,660
168463,P44871,FAC,660
168463,P44871,INT,660
174139,P61606,INT,2310
135319,P59630,INT,550
141707,P60958,INT,960
157293,P59333,INT,780
141000,P59304,INT,525
175351,P57640,INT,700
176397,P56038,INT,3300
149532,P60702,INT,1000
175078,P61769,INT,550
137503,P61233,INT,650
96552,P59634,INT,1650
143968,P35793,INT,1000
142375,P59771,INT,300
142375,P59771,FAC,300
158453,P59913,INT,500
177730,P56039,INT,1600
151863,P61764,INT,800
24730 ,P55649,INT,850
39156 ,P61066,INT,850
155911,P61766,INT,850
144681,P56985,INT,900
30206 ,P61771,INT,850
35188 ,HRB2248,KCM,4000
35188 ,HRB2248,INT,4000
114910,HRB2250,NAS,1000
173952,HRB2249,NAS,1000
173952,HRB2249,INT,1000
157616,P57238,BTG,317500
79201 ,P58159,NAS,20000
79201 ,P51636,NAS,20000
62901 ,P62452,MJR,12200
62901 ,P54848,MJR,12200
139010,P57816,BTG,5500
171873,P59576,RRF,1500
161011,P50630,WBW,3000
800288,P59501,TRB,15000
800288,P59667,TRB,15000
17956 ,P57861,TRB,20000
17956 ,P50349,TRB,20000
17956 ,P52272,TRB,20000
17956 ,P53122,TRB,20000
17956 ,P55668,TRB,20000
17956 ,P55668,INT,20000
44873 ,SRV101,KCM,9500
